"","rk","player_name","pos","age","tm","g","gs","mp","fg","fga","fg_2","x3p","x3pa","x3p_2","x2p","x2pa","x2p_2","ft","fta","ft_2","orb","drb","trb","ast","stl","blk","tov","pf","pts"
"185",329,"Caris LeVert","SG",27,"TOT",58,49,1781,7.7,17.3,0.444,1.7,5.2,0.32,6,12.1,0.497,3,3.9,0.756,0.9,3.5,4.3,5,1,0.5,2.2,2.6,19.9
"186",329,"Caris LeVert","SG",27,"IND",39,39,1214,8.2,18.4,0.447,1.8,5.6,0.323,6.4,12.8,0.501,3.3,4.3,0.76,0.9,3.6,4.4,5.1,1,0.5,2.2,2.7,21.6
"187",329,"Caris LeVert","SG",27,"CLE",19,10,567,6.4,14.7,0.435,1.3,4.3,0.313,5.1,10.5,0.485,2.2,3,0.745,0.8,3.2,4.1,4.8,1,0.3,2.1,2.5,16.4
"188",330,"Kira Lewis Jr.","PG",20,"NOP",24,0,341,6.2,15.4,0.404,1.4,6.1,0.224,4.9,9.3,0.523,1.1,1.3,0.833,1,3.2,4.1,5.2,1.2,0.1,2.7,1.8,14.9
"189",331,"Scottie Lewis","SG",21,"CHO",2,0,7,0,0,NA,0,0,NA,0,0,NA,5.1,10.3,0.5,0,0,0,5.1,5.1,0,0,0,5.1
"190",332,"Damian Lillard","PG",31,"POR",29,29,1056,7.6,18.8,0.402,3.1,9.7,0.324,4.4,9.1,0.485,5.4,6.2,0.878,0.4,3.6,4.1,7.2,0.6,0.4,2.8,1.3,23.7
"191",333,"Nassir Little","SF",21,"POR",42,23,1088,4.8,10.4,0.46,1.7,5.1,0.331,3.1,5.3,0.584,2.3,3.1,0.734,1.9,5.9,7.8,1.8,0.8,1.2,1.3,2.7,13.6
"192",334,"Isaiah Livers","SF",23,"DET",19,5,383,3.9,8.5,0.456,2.5,6,0.422,1.3,2.4,0.538,1.1,1.3,0.857,1.4,3.9,5.4,2,1.2,0.7,1.4,3.5,11.4
"193",335,"Kevon Looney","C",25,"GSW",82,80,1732,4.3,7.6,0.571,0,0,0,4.3,7.5,0.573,1.6,2.6,0.6,4.3,8.1,12.4,3.4,1,1.1,1.4,4.5,10.2
"194",336,"Brook Lopez","C",33,"MIL",13,11,298,7.4,15.8,0.466,2.3,6.4,0.358,5.1,9.4,0.538,2.4,2.8,0.87,2.3,4.1,6.4,0.7,1,1.8,1.4,4.1,19.4
"195",337,"Robin Lopez","C",33,"ORL",36,9,612,6.5,11.7,0.553,0.1,0.4,0.333,6.4,11.4,0.56,1.9,3.2,0.593,4,3.4,7.4,3.2,0.1,1.1,2.6,3.9,14.9
"196",338,"Didi Louzada","SG-SF",22,"TOT",9,1,129,3.3,9.2,0.364,2.5,6.4,0.391,0.8,2.8,0.3,0.6,0.6,1,1.4,3.3,4.7,1.4,0.6,0.6,1.4,3.6,9.8
"197",338,"Didi Louzada","SF",22,"NOP",2,0,7,0,15.4,0,0,15.4,0,0,0,NA,0,0,NA,10.3,0,10.3,5.1,0,0,0,0,0
"198",338,"Didi Louzada","SG",22,"POR",7,1,122,3.5,8.9,0.4,2.7,5.9,0.45,0.9,3,0.3,0.6,0.6,1,0.9,3.5,4.4,1.2,0.6,0.6,1.5,3.8,10.3
"199",339,"Kevin Love","PF",33,"CLE",74,4,1665,7.1,16.5,0.43,4,10.3,0.392,3,6.1,0.493,3.6,4.3,0.838,1.9,9.7,11.6,3.5,0.6,0.4,2.1,2.2,21.8
"200",340,"Kyle Lowry","PG",35,"MIA",63,63,2133,4.7,10.6,0.44,2.4,6.4,0.377,2.2,4.1,0.539,2.5,2.9,0.851,0.6,4.2,4.8,8,1.1,0.3,2.8,3,14.2
"201",341,"Gabriel Lundberg","SG",27,"PHO",4,0,44,4.1,15.5,0.263,2.5,6.5,0.375,1.6,9,0.182,0,0,NA,1.6,4.1,5.7,9,2.5,0,2.5,5.7,10.6
"202",342,"Timothé Luwawu-Cabarrot","SF",26,"ATL",52,18,685,3.9,9.8,0.398,2.3,6.4,0.361,1.6,3.4,0.469,1.8,2.2,0.854,0.9,3.4,4.3,2.1,0.9,0.3,1.1,4,11.9
"203",343,"Trey Lyles","PF",26,"TOT",75,23,1537,6.1,13.2,0.466,1.6,4.9,0.321,4.6,8.3,0.552,4.6,5.7,0.802,2.1,6.8,8.9,2.1,0.7,0.7,1.7,2.9,18.4
"204",343,"Trey Lyles","PF",26,"DET",51,3,990,6.4,14,0.456,1.6,5.3,0.301,4.8,8.7,0.55,5,6.4,0.784,2.2,6.7,8.9,2.1,0.8,0.9,2,3.3,19.3
"205",343,"Trey Lyles","PF",26,"SAC",24,20,547,5.7,11.7,0.489,1.5,4.1,0.365,4.2,7.6,0.557,3.8,4.4,0.851,1.9,7,8.9,2,0.5,0.4,1.3,2.1,16.7
"206",344,"Théo Maledon","PG",20,"OKC",51,7,908,4.7,12.6,0.375,1.7,5.9,0.293,3,6.6,0.449,3.1,4,0.79,0.8,4.4,5.2,4.4,1.2,0.4,2.6,2.7,14.3
"207",345,"Sandro Mamukelashvili","PF",22,"MIL",41,3,407,5,10.2,0.496,1.9,4.6,0.423,3.1,5.6,0.556,1.6,1.9,0.818,3.1,4.2,7.3,1.9,0.8,0.8,1.3,2.5,13.6
"208",346,"Terance Mann","SF",25,"LAC",81,33,2317,5.2,10.7,0.484,1.2,3.2,0.365,4,7.5,0.535,2,2.5,0.78,1.6,5,6.6,3.2,0.9,0.3,1.3,2.8,13.5
"209",347,"Tre Mann","PG",20,"OKC",60,26,1367,6.1,15.5,0.393,2.6,7.2,0.36,3.5,8.3,0.421,1.7,2.2,0.793,0.7,3.8,4.5,2.4,1.2,0.3,1.9,2.7,16.5
"210",348,"Boban Marjanović","C",33,"DAL",23,0,128,11.8,19.7,0.6,0.3,1.1,0.25,11.5,18.6,0.621,3.7,6.2,0.591,2.3,8.7,11,0.8,0,0.8,4.2,6.8,27.6
"211",349,"Lauri Markkanen","PF",24,"CLE",61,61,1878,6,13.5,0.445,2.6,7.3,0.358,3.4,6.2,0.548,2.6,3,0.868,1.1,5.5,6.6,1.6,0.9,0.6,1,2.5,17.3
"212",350,"Naji Marshall","SF",24,"NOP",55,4,735,5.3,13.2,0.405,1,5.1,0.2,4.3,8,0.537,3.6,4.6,0.796,1.9,5.1,7,3,1.6,0.4,2.3,3.4,15.3
"213",351,"Caleb Martin","SF",26,"MIA",60,12,1372,5.5,10.8,0.507,1.7,4.1,0.413,3.8,6.7,0.565,1.9,2.4,0.763,1.8,4.2,6,1.7,1.5,0.8,1.4,2.7,14.5
"214",352,"Cody Martin","SF",26,"CHO",71,11,1866,3.9,8.2,0.482,1.2,3.1,0.384,2.8,5.1,0.542,1.4,2.1,0.701,1.6,3.9,5.5,3.5,1.7,0.6,1.2,2.2,10.5
"215",353,"Kelan Martin","SF",26,"TOT",30,1,450,5.6,13.7,0.409,1.8,6,0.293,3.8,7.7,0.5,0.7,1,0.692,1.4,3,4.4,1.7,1,0.7,1.1,2.9,13.7
"216",353,"Kelan Martin","SF",26,"IND",27,1,444,5.7,13.6,0.417,1.8,6,0.297,3.9,7.6,0.511,0.7,1.1,0.692,1.3,3,4.3,1.7,1.1,0.7,1.1,2.9,13.9
"217",353,"Kelan Martin","SF",26,"BOS",3,0,6,0,18,0,0,6,0,0,12,0,0,0,NA,6,6,12,0,0,0,0,0,0
"218",354,"Kenyon Martin Jr.","SF",21,"HOU",79,2,1656,6.1,11.4,0.533,1.3,3.7,0.357,4.8,7.7,0.617,1.7,2.7,0.634,1.7,4.7,6.5,2.2,0.7,0.9,1.3,2.5,15.1
"219",355,"Garrison Mathews","SG",25,"HOU",65,33,1712,3.9,9.7,0.399,2.9,8.1,0.36,0.9,1.6,0.6,3,3.8,0.794,0.7,3.3,4,1.3,1.2,0.5,0.9,3.5,13.7
"220",356,"Dakota Mathias","SG",26,"MEM",6,0,16,4.5,13.5,0.333,4.5,13.5,0.333,0,0,NA,0,0,NA,0,4.5,4.5,2.3,2.3,0,0,2.3,13.5
"221",357,"Wesley Matthews","SG",35,"MIL",49,14,1002,3.1,7.9,0.395,1.9,5.6,0.338,1.2,2.3,0.54,0.8,1,0.786,1.1,2.2,3.3,1.3,0.8,0.3,0.6,3.1,8.9
"222",358,"Tyrese Maxey","PG",21,"PHI",75,74,2650,6.6,13.5,0.485,1.8,4.2,0.427,4.8,9.3,0.512,2.9,3.3,0.866,0.4,2.9,3.3,4.4,0.7,0.4,1.2,2.1,17.8
"223",359,"Skylar Mays","SG",24,"ATL",28,5,220,5.2,10.5,0.5,1.3,4.1,0.32,3.9,6.4,0.615,1.3,1.5,0.889,0.8,3.3,4.1,2.8,1.1,0,1.6,1.5,13.1
"224",360,"Miles McBride","PG",21,"NYK",40,2,372,3.1,10.5,0.296,1.6,6.6,0.25,1.5,3.9,0.375,0.8,1.2,0.667,0.4,3.7,4.1,4,1.4,0.1,0.5,4.4,8.6
"225",361,"Mac McClung","SG-PG",23,"TOT",2,0,25,4.3,8.6,0.5,1.4,4.3,0.333,2.9,4.3,0.667,1.4,1.4,1,0,4.3,4.3,1.4,1.4,1.4,4.3,7.2,11.5
"226",361,"Mac McClung","PG",23,"CHI",1,0,3,12,12,1,0,0,NA,12,12,1,0,0,NA,0,0,0,0,0,0,12,0,24
"227",361,"Mac McClung","SG",23,"LAL",1,0,22,3.3,8.2,0.4,1.6,4.9,0.333,1.6,3.3,0.5,1.6,1.6,1,0,4.9,4.9,1.6,1.6,1.6,3.3,8.2,9.8
"228",362,"CJ McCollum","SG",30,"TOT",62,62,2145,9,19.5,0.46,3.1,7.9,0.388,5.9,11.7,0.509,1.9,2.9,0.682,0.9,3.6,4.5,5.3,1.2,0.4,2.1,2,23
"229",362,"CJ McCollum","SG",30,"POR",36,36,1267,8.2,18.9,0.436,3.2,8.2,0.384,5.1,10.7,0.476,1.4,1.9,0.706,1,3.4,4.3,4.6,1,0.6,2,2.2,21
"230",362,"CJ McCollum","SG",30,"NOP",26,26,878,10.1,20.5,0.493,2.9,7.4,0.394,7.2,13.1,0.549,2.8,4.2,0.667,0.8,4,4.8,6.2,1.4,0,2.3,1.8,25.9
"231",363,"T.J. McConnell","PG",29,"IND",27,8,652,5.5,11.5,0.481,0.6,1.8,0.303,5,9.7,0.514,1,1.3,0.826,1.1,3.9,5,7.2,1.6,0.6,1.6,2.9,12.6
"232",364,"Jaden McDaniels","PF",21,"MIN",70,31,1803,5.1,11.1,0.46,1.6,5,0.317,3.5,6,0.579,1.1,1.4,0.803,1.5,4.3,5.9,1.6,1,1.1,1.5,4.5,12.9
"233",365,"Jalen McDaniels","SF",24,"CHO",55,2,895,4.9,10.2,0.484,1.6,4.3,0.38,3.3,5.9,0.562,2.1,2.9,0.736,1.5,5.3,6.8,2.3,1,0.9,1.4,3.7,13.7
"234",366,"Doug McDermott","PF",30,"SAS",51,51,1223,6.3,13.7,0.462,3.2,7.5,0.422,3.1,6.2,0.512,1.2,1.5,0.784,0.5,2.9,3.4,1.9,0.4,0.2,1.3,2.3,17
